id,subcategory_id,question_text,question_type,help_text,organization_size,sector,weight,required,created_at,updated_at
GV.RM-05_maturity,GV.RM-05,"How mature is your cybersecurity risk management program?",multiple_choice,"This question assesses maturity for GV.RM-05",,,1.0,0,"2025-08-24 20:47:09","2025-08-24 20:47:09"
GV.RM-05_implementation,GV.RM-05,"What is the implementation status of your cybersecurity risk management strategy?",multiple_choice,"This question assesses implementation for GV.RM-05",,,1.0,0,"2025-08-24 20:47:09","2025-08-24 20:47:09"
GV.RM-05_effectiveness,GV.RM-05,"How effective is your cybersecurity risk management program at reducing actual risk?",multiple_choice,"This question assesses effectiveness for GV.RM-05",,,1.0,0,"2025-08-24 20:47:09","2025-08-24 20:47:09"
GV.RM-06_risk,GV.RM-06,"How would you assess the risk exposure from your current cybersecurity risk management approach?",multiple_choice,"This question assesses risk for GV.RM-06",,,1.0,0,"2025-08-24 20:47:09","2025-08-24 20:47:09"
GV.RM-06_maturity,GV.RM-06,"How mature is your cybersecurity risk management program?",multiple_choice,"This question assesses maturity for GV.RM-06",,,1.0,0,"2025-08-24 20:47:09","2025-08-24 20:47:09"
GV.RM-06_implementation,GV.RM-06,"What is the implementation status of your cybersecurity risk management strategy?",multiple_choice,"This question assesses implementation for GV.RM-06",,,1.0,0,"2025-08-24 20:47:09","2025-08-24 20:47:09"
GV.RM-06_effectiveness,GV.RM-06,"How effective is your cybersecurity risk management program at reducing actual risk?",multiple_choice,"This question assesses effectiveness for GV.RM-06",,,1.0,0,"2025-08-24 20:47:09","2025-08-24 20:47:09"
GV.RM-07_risk,GV.RM-07,"How would you assess the risk exposure from your current cybersecurity risk management approach?",multiple_choice,"This question assesses risk for GV.RM-07",,,1.0,0,"2025-08-24 20:47:09","2025-08-24 20:47:09"
GV.RM-07_maturity,GV.RM-07,"How mature is your cybersecurity risk management program?",multiple_choice,"This question assesses maturity for GV.RM-07",,,1.0,0,"2025-08-24 20:47:09","2025-08-24 20:47:09"
GV.RM-07_implementation,GV.RM-07,"What is the implementation status of your cybersecurity risk management strategy?",multiple_choice,"This question assesses implementation for GV.RM-07",,,1.0,0,"2025-08-24 20:47:09","2025-08-24 20:47:09"
GV.RM-07_effectiveness,GV.RM-07,"How effective is your cybersecurity risk management program at reducing actual risk?",multiple_choice,"This question assesses effectiveness for GV.RM-07",,,1.0,0,"2025-08-24 20:47:09","2025-08-24 20:47:09"
GV.RR-01_risk,GV.RR-01,"What risk level exists regarding cybersecurity roles, responsibilities, and resource allocation?",multiple_choice,"This question assesses risk for GV.RR-01",,,1.0,0,"2025-08-24 20:47:09","2025-08-24 20:47:09"
GV.RR-01_maturity,GV.RR-01,"What is the maturity of your cybersecurity roles and responsibilities framework?",multiple_choice,"This question assesses maturity for GV.RR-01",,,1.0,0,"2025-08-24 20:47:09","2025-08-24 20:47:09"
GV.RR-01_implementation,GV.RR-01,"How completely are cybersecurity roles and responsibilities implemented across your organization?",multiple_choice,"This question assesses implementation for GV.RR-01",,,1.0,0,"2025-08-24 20:47:09","2025-08-24 20:47:09"
GV.RR-01_effectiveness,GV.RR-01,"How effective are your cybersecurity roles and responsibilities in achieving security objectives?",multiple_choice,"This question assesses effectiveness for GV.RR-01",,,1.0,0,"2025-08-24 20:47:09","2025-08-24 20:47:09"
GV.RR-02_risk,GV.RR-02,"What risk level exists regarding cybersecurity roles, responsibilities, and resource allocation?",multiple_choice,"This question assesses risk for GV.RR-02",,,1.0,0,"2025-08-24 20:47:09","2025-08-24 20:47:09"
GV.RR-02_maturity,GV.RR-02,"What is the maturity of your cybersecurity roles and responsibilities framework?",multiple_choice,"This question assesses maturity for GV.RR-02",,,1.0,0,"2025-08-24 20:47:09","2025-08-24 20:47:09"
GV.RR-02_implementation,GV.RR-02,"How completely are cybersecurity roles and responsibilities implemented across your organization?",multiple_choice,"This question assesses implementation for GV.RR-02",,,1.0,0,"2025-08-24 20:47:09","2025-08-24 20:47:09"
GV.RR-02_effectiveness,GV.RR-02,"How effective are your cybersecurity roles and responsibilities in achieving security objectives?",multiple_choice,"This question assesses effectiveness for GV.RR-02",,,1.0,0,"2025-08-24 20:47:09","2025-08-24 20:47:09"
GV.RR-03_risk,GV.RR-03,"What risk level exists regarding cybersecurity roles, responsibilities, and resource allocation?",multiple_choice,"This question assesses risk for GV.RR-03",,,1.0,0,"2025-08-24 20:47:09","2025-08-24 20:47:09"
GV.RR-03_maturity,GV.RR-03,"What is the maturity of your cybersecurity roles and responsibilities framework?",multiple_choice,"This question assesses maturity for GV.RR-03",,,1.0,0,"2025-08-24 20:47:09","2025-08-24 20:47:09"
GV.RR-03_implementation,GV.RR-03,"How completely are cybersecurity roles and responsibilities implemented across your organization?",multiple_choice,"This question assesses implementation for GV.RR-03",,,1.0,0,"2025-08-24 20:47:09","2025-08-24 20:47:09"
GV.RR-03_effectiveness,GV.RR-03,"How effective are your cybersecurity roles and responsibilities in achieving security objectives?",multiple_choice,"This question assesses effectiveness for GV.RR-03",,,1.0,0,"2025-08-24 20:47:09","2025-08-24 20:47:09"
GV.RR-04_risk,GV.RR-04,"What risk level exists regarding cybersecurity roles, responsibilities, and resource allocation?",multiple_choice,"This question assesses risk for GV.RR-04",,,1.0,0,"2025-08-24 20:47:09","2025-08-24 20:47:09"
GV.RR-04_maturity,GV.RR-04,"What is the maturity of your cybersecurity roles and responsibilities framework?",multiple_choice,"This question assesses maturity for GV.RR-04",,,1.0,0,"2025-08-24 20:47:09","2025-08-24 20:47:09"
GV.RR-04_implementation,GV.RR-04,"How completely are cybersecurity roles and responsibilities implemented across your organization?",multiple_choice,"This question assesses implementation for GV.RR-04",,,1.0,0,"2025-08-24 20:47:09","2025-08-24 20:47:09"
GV.RR-04_effectiveness,GV.RR-04,"How effective are your cybersecurity roles and responsibilities in achieving security objectives?",multiple_choice,"This question assesses effectiveness for GV.RR-04",,,1.0,0,"2025-08-24 20:47:09","2025-08-24 20:47:09"
GV.SC-01_risk,GV.SC-01,"How would you assess the cybersecurity risk from your supply chain and third-party relationships?",multiple_choice,"This question assesses risk for GV.SC-01",,,1.0,0,"2025-08-24 20:47:09","2025-08-24 20:47:09"
GV.SC-01_maturity,GV.SC-01,"How mature is your cybersecurity supply chain risk management program?",multiple_choice,"This question assesses maturity for GV.SC-01",,,1.0,0,"2025-08-24 20:47:09","2025-08-24 20:47:09"
